,x,y,z
0,-0.041615116360868766,-1.2865548718147648,0.0
1,0.6853117583198296,-1.1698236151712194,0.0
2,0.8707963434984295,-0.9469284321282351,0.0
3,1.227535294836036,-0.4281875763330556,0.0
4,1.2623819427962946,-0.3758167501693582,0.0
5,1.2590040610219049,0.1905148550832377,0.0
6,1.2438582356369547,0.27846807084211234,0.0
7,1.0269208110042438,0.7198744259429267,0.0
8,0.6725744351259809,1.1708824577664312,0.0
9,-0.09552256346332323,1.3573909414083314,0.0
10,-0.648548008867504,1.1499070641276927,0.0
11,-1.088968999502114,0.6491705998945587,0.0
12,-1.1847272324595044,0.49955606971005284,0.0
13,-1.2558537452630345,-0.04057370123581758,0.0
14,-1.166683114012804,-0.44875421336054755,0.0
15,-1.1132429959605188,-0.6491855795512421,0.0
16,-0.8875529412697695,-0.8856042809141174,0.0
17,-0.6860884517113645,-1.0650483557209767,0.0
18,-0.4387847339364901,-1.1895494117617562,0.0
19,-0.17716757674589834,-1.2622201642517012,0.0
20,0.9474610095337748,0.11523025957104857,1.0
21,0.9243878159394596,0.3262505880436825,1.0
22,0.8066836110216785,-0.6160808742515712,0.0
23,-0.04956037751186647,-0.6884836661332004,1.0
24,0.01965212681870194,1.022610309465711,0.0
25,-0.6979568009981749,0.886569681293593,0.0
26,-1.1466917320273091,0.06251935331417977,0.0
27,-0.808922179126491,0.07713848075306892,0.0
28,-1.0600646303728618,0.26325281101116427,0.0
29,-0.6759694705150249,0.45110955667889424,0.0
30,-0.23193536993555397,-0.9763996830435241,0.0
31,-0.7875612829010462,-0.6263443959462368,0.0
32,0.2914691676126637,-0.6661849071749381,1.0
33,0.47001247780106364,0.7997498433702509,1.0
34,0.8565926824264114,0.7548691720258731,0.0
35,0.6017347576083658,-0.5413937240308326,0.0
36,1.0178685637650282,0.038006596171684115,0.0
37,0.9792509147559403,0.19186054490477356,0.0
38,-1.095895705883967,-0.0019251690810870928,0.0
39,1.035872586319646,-0.00045864180979365843,0.0
40,-0.692460268509622,0.4238455024579306,0.0
41,-0.7419427769614967,-0.6054417465095295,0.0
42,-0.7653475715684994,-0.830521941865195,0.0
43,-0.9963692632179724,-0.1599719601918554,0.0
44,-0.913341570499559,0.053463108936694925,1.0
45,-0.25614004833281856,-0.9366089888246311,0.0
46,0.017579104652311606,0.7946396556374397,1.0
47,0.7123535838684943,-0.8381389437709558,0.0
48,0.5610352992526303,-0.729224657755439,0.0
49,-0.5140988321712469,0.5870444620196509,1.0
50,-0.746897901725387,-0.23305238552991198,1.0
51,0.5871398799661254,-0.6272068399689184,1.0
52,0.4357379070586571,0.8141116681840341,0.0
53,0.3218622344797624,-0.67635681670194,1.0
54,-1.0424146776735856,0.15720235796723503,0.0
55,-0.330311771357835,-0.7169629699773638,1.0
56,0.7694736061591597,-0.4270032594371416,0.0
57,-0.8544785608742256,-0.5573069176279924,0.0
58,1.0123773719061977,0.5267987893754835,0.0
59,-0.6697995914188392,0.6053920937672943,1.0
60,-0.42717455915284885,-0.8108178769717691,0.0
61,-0.5021449432945619,-0.588133586470275,1.0
62,-0.686521198545207,0.4507325149817657,1.0
63,0.41878733534952495,-0.334819920368347,1.0
64,-0.8654023905054328,0.013188550820978667,1.0
65,-0.7068671580041263,0.7094186432479085,1.0
66,-1.1461607654571395,-0.32452225353187036,0.0
67,0.727349424012378,0.2815718055873955,1.0
68,0.2211414176818249,1.0299449530703078,0.0
69,-0.03660324801599413,0.8741975083062514,0.0
70,0.2760119118932766,-0.9313860406376104,0.0
71,-0.29667925762817,-0.8051195770904159,1.0
72,-0.1312299231163699,-0.8845096583571811,1.0
73,-0.28515751600193084,0.7813947535965319,1.0
74,-0.3890161235020539,0.7093236481974292,1.0
75,0.5813087266161691,0.9095711217092385,0.0
76,-0.5337351153184517,-0.7299262809176372,1.0
77,-0.8919704412661914,0.004796323563204891,0.0
78,-0.7442644388560316,0.45509816924576035,1.0
79,0.5097293073124615,0.9213349391520552,0.0
80,-0.5351644397301788,-0.8595168277077444,0.0
81,0.414887849861581,0.7092657219167664,1.0
82,-0.705284187081096,0.7417787741617111,0.0
83,-0.03820701987227986,-0.6881676612218182,1.0
84,0.04087767428760927,1.1791340112116349,0.0
85,-0.3134304304727876,0.9057928904592333,0.0
86,0.7548920992597987,-0.02902967433173141,1.0
87,-0.8118842930432499,0.15033571975968257,1.0
88,-0.004940664582379656,-0.9878663093101063,0.0
89,-0.8063990518390455,0.4131284541581369,1.0
90,0.5166500502444666,-0.6576017463227365,1.0
91,0.9450892843997997,-0.33889189094334843,0.0
92,0.1628497008386573,1.0939473567173708,0.0
93,-0.08319818341120559,-0.7022626007536152,1.0
94,0.7777964858295529,0.17497008483326792,1.0
95,-0.8348357618847873,-0.5666991360132093,1.0
96,-0.07744114401522868,0.9879464710399456,1.0
97,0.7857450705612539,0.23974861422245208,1.0
98,-0.7438369926889605,-0.5668895114883665,1.0
99,-0.30125468428591884,-0.5424086533790811,1.0
100,-0.4815290124631776,0.6728421107877395,1.0
101,-0.6461621522531249,0.5394952127424624,0.0
102,-0.9492832329102696,-0.3879324566328298,0.0
103,0.9388072997723191,-0.23440101617080483,1.0
104,0.353233219581766,0.9534463048929902,0.0
105,0.5967723253085525,-0.1367109484664849,1.0
106,-0.23628838841489902,-1.0028951247353641,0.0
107,-0.6840165505843225,-0.28543884045635864,0.0
108,0.6156692887680721,-0.27560783645221076,1.0
109,0.35706550083967115,-0.8087569691538242,1.0
110,-0.37314464921455875,-0.579005849712746,1.0
111,0.7213940389173157,0.09757998588755418,1.0
112,-0.3114317674735573,0.7639809607385939,1.0
113,-0.25863835986062034,0.8684011410380116,1.0
114,0.6750007233933235,0.5146907445827842,0.0
115,0.41254177481328314,-0.5219889100671351,1.0
116,-0.4979849762131697,-1.0226941934485467,0.0
117,0.37856391871841616,0.7113148632021966,1.0
118,-0.9792145844342603,0.2465119982313591,0.0
119,0.9421098130998717,-0.08503929726760683,0.0
120,-0.3180936651804991,-0.7781500545093697,1.0
121,-0.05349487350596586,-0.95085895165336,0.0
122,0.7377324448737762,0.3527291658554264,1.0
123,-0.022334703921817488,-0.8041058319810386,1.0
124,0.7691867845594024,0.31619027561452484,1.0
125,-0.8498958979177644,-0.24595024317905045,0.0
126,0.10057047546881745,1.1113234656921842,0.0
127,0.761832190240219,0.006698756518954574,1.0
128,1.0386144032174038,0.16094351437215904,0.0
129,0.09304987237713531,0.874283129133936,0.0
130,0.5037060530572418,-0.6401441146092337,1.0
131,0.3301863842566357,0.8912905757637627,0.0
132,-1.0330547244569486,0.19419298514449906,0.0
133,-0.3299915161812945,0.8219489197177373,1.0
134,0.6871095921552134,0.17795914544164518,1.0
135,-0.6622981647235534,0.033812825508833716,1.0
136,-0.6971951867469943,0.5853350698740403,0.0
137,0.9793932874877476,-0.574025438556821,0.0
138,0.14867596409359699,0.553886139055139,1.0
139,-1.0357004480177694,0.03818521352441333,0.0
140,0.9067084408403056,-0.04231118339816975,0.0
141,-0.162318441701776,-0.9679233777595921,0.0
142,0.03612635486817309,0.9898009243693542,0.0
143,-0.3804555749967796,-0.8601437611302539,0.0
144,-0.1872920217514019,-1.0510177164555878,0.0
145,-0.789604186872478,0.10811971178784752,1.0
146,0.31777542170818207,0.6177243617502909,1.0
147,-0.37196799337660025,-0.7403422297003193,1.0
148,0.8693064522195435,-0.09309858871236301,1.0
149,0.09125931350287461,-0.8654724731551893,1.0
150,0.5509955695109782,-0.3242703158008603,1.0
151,0.24983717631656105,0.9261368279017508,1.0
152,0.8220332791367273,0.1792445936484294,1.0
153,-0.4618971053000152,0.698625138082951,1.0
154,-0.8741299380423291,-0.7365160258863336,0.0
155,-0.9948890357888349,0.3642419662861205,0.0
156,-0.6921061716802355,-0.7795450039507922,0.0
157,0.43183625907964723,-0.7068554115687671,1.0
158,0.17386085794535006,-1.1361006928230724,0.0
159,-0.8592353875762441,-0.36046815348160277,1.0
160,0.3843037583871064,-1.0121487081183853,0.0
161,0.2628805454708725,0.7957954587675915,1.0
162,0.23786298528033165,-0.794112930324785,1.0
163,0.2218502421715609,-0.9881072563420347,0.0
164,-0.7561074678694601,0.6841315794634443,0.0
165,0.8521789845218624,0.15922024536772678,1.0
166,-0.9420108147296296,-0.1178626883670455,1.0
167,0.7604941071316803,-0.2538005105977816,1.0
168,0.5960386439990027,-0.4432610780702043,1.0
169,0.21637057037978807,-0.7711283089053032,1.0
170,0.9568536974141951,-0.07882865445844134,0.0
171,-0.7448404314598658,0.08247015362567059,1.0
172,-0.15183689371092657,-0.719418884078925,1.0
173,0.18944288779622112,0.9745466692948725,0.0
174,0.8343742452536477,0.37486107877760716,0.0
175,0.7562765371580773,-0.09376341794820789,1.0
176,0.4066184030910037,0.49762222475226925,1.0
177,0.4548339371672128,-1.0324806895279102,0.0
178,-0.7166108505369344,-0.49533117494104417,1.0
179,-0.037080060294666914,-0.9868985323907575,0.0
180,0.7188381854599346,-0.7962975705341542,0.0
181,-0.46767432119024105,-0.5213116674352687,1.0
182,-0.3262103286494462,0.8604101241806926,1.0
183,0.3653458088044507,-0.9076609184393298,0.0
184,-0.6095300341767982,0.45482655516649695,1.0
185,-0.7216000484292345,-0.6422016469247187,0.0
186,0.5066962215447814,0.5841462443112575,0.0
187,0.9414233382716619,0.38631057709810757,0.0
188,0.6133150596743576,0.3148755115535061,1.0
189,0.5024791525382579,1.0258378175970757,0.0
190,0.4549688438926958,0.5617168108337222,1.0
191,-0.1976514894596512,0.9162807376139712,0.0
192,1.0377850444966208,0.22115559765208237,0.0
193,0.5034687334094288,0.4668777129630436,1.0
194,0.07591631759989566,0.8588766342717205,0.0
195,0.11303784189215599,1.0286228848963996,1.0
196,-0.453769133530561,-1.0615680777799676,0.0
197,0.03414807759838154,0.7941303145996663,1.0
198,-0.5271911224282524,-0.6323034639247442,1.0
199,0.9208411929916988,0.4711417514167212,0.0
200,0.5666478191063204,-0.5473183983717109,1.0
201,-0.15269756527856365,-1.0730674596528205,0.0
202,-0.9062755472460858,-0.12914125881105074,1.0
203,-0.7771445655768726,-0.684159899382265,0.0
204,0.8402849244472745,0.15822110208581322,0.0
205,-0.8775968048055884,-0.12823109847097705,1.0
206,-0.2921514684166924,0.7556047781557218,0.0
207,0.23618498349749276,-0.657923903770633,1.0
208,0.7542381082583147,-0.07518755958406603,0.0
209,0.12362188292743423,0.891610859069669,1.0
210,0.37772237443397116,-0.6008037049002497,1.0
211,-0.02536258272575311,-0.8939590152955464,0.0
212,-0.8047539693140403,-0.20273300306825506,1.0
213,0.9240533197354033,-0.46578437980710136,0.0
214,-0.4226080569927944,-0.9636184415374959,0.0
215,-0.19632203107160712,-0.7189586356299459,1.0
216,0.7440778566994405,0.5972928214190236,1.0
217,-0.9254913326843653,0.30340496148399687,0.0
218,-0.6971973339131168,0.44224981565012644,1.0
219,-1.0502085457269839,-0.020711184887839462,0.0
220,0.3824972951349955,0.6440510098915316,1.0
221,0.05042502717759269,0.8957494635522174,0.0
222,-0.13588070277251638,0.6775873365258747,1.0
223,0.530631878632265,-0.43160974827212806,1.0
224,-0.18905078105260825,-0.6921277453243991,1.0
225,0.7756056007321632,0.0380901690667885,1.0
226,0.8116013415735628,0.6641941734828628,0.0
227,0.037661205101812645,-0.5752465078768755,1.0
228,0.9537357312261898,0.1437041080622833,1.0
229,0.8022802607073888,-0.34467712333720674,1.0
230,-0.8017263537995374,-0.4934174874753327,0.0
231,0.9089752312052135,0.441984135438351,0.0
232,0.782375729973755,-0.09936093530240389,1.0
233,0.8154714940315332,-0.4085254660787282,0.0
234,0.5352628432034547,0.6282722198900711,1.0
235,-0.5388412377265136,-0.6101179756808871,1.0
236,-0.7510554897855892,-0.7634370362260723,0.0
237,0.6758692522197095,-0.3366989906141027,1.0
238,0.7148946877687018,-0.4769705020365188,1.0
239,0.6004705369115164,0.9197107787400982,0.0
240,-0.5851406571256789,-0.8541879426609341,0.0
241,0.03440495982377634,0.9127389788388419,0.0
242,0.8485553380638793,0.20319078807277705,0.0
243,-1.0387671136870014,-0.04690013839995448,0.0
244,0.5739865325756021,-0.5692957544680132,1.0
245,0.37036225919153865,0.5268954038860044,1.0
246,0.28810300225325736,0.7473803069747138,0.0
247,-0.2055321321543365,1.0352400319784567,0.0
248,-0.9831524936181447,-0.02329594428472126,0.0
249,0.792573663174515,0.5823066633133123,1.0
250,-1.0862030268541079,-0.46931282465590124,0.0
251,0.2089961526644993,-0.9725372061103484,0.0
252,0.9135781382720503,0.17398259867623309,0.0
253,0.8295554301311725,-0.5505892761336636,0.0
254,-0.82134679682186,0.024973122311956142,1.0
255,1.0333539272616767,-0.2074586635052252,0.0
256,0.7683700553489332,-0.20715675606774542,1.0
257,-0.2775882704383147,0.9639748676466231,0.0
258,0.4893612265061861,0.408651712790575,1.0
259,-0.8064416980369057,0.40061230412143367,0.0
260,0.7624113621633801,0.9735122113719848,0.0
261,0.9109918865604213,-0.5082858406852114,0.0
262,-0.3886752407787152,-0.946424878653847,0.0
263,0.7050588751925733,0.11752150462997979,0.0
264,0.7894945644179169,0.2852752852796856,1.0
265,0.20286793138441822,-1.154754946802929,0.0
266,1.0985278157465121,0.3985510450536837,0.0
267,0.5402512867693805,0.8857129723297152,0.0
268,0.5571494801018965,-0.39281364782427763,1.0
269,-5.612508771525582e-05,-0.8425690853063367,0.0
270,-0.9971261776228114,0.07609955934224258,0.0
271,-0.47048028702585193,0.9404140491536912,0.0
272,0.9974482380807741,-0.2032780998169299,0.0
273,0.7849489287611395,0.42671233839409645,1.0
274,0.9520494078067689,0.15258564891558052,0.0
275,-0.05226960010031864,-0.9201768550047061,0.0
276,-0.7276804758897442,0.2277531892887398,1.0
277,-0.5006842068295236,0.6718421973981519,1.0
278,0.4705423328807663,0.6862823791627785,0.0
279,0.2676998644222827,-0.911650495845642,1.0
280,0.7555041985049122,-0.5228457043910356,1.0
281,-0.5173201574914458,-0.9331727727744668,0.0
282,0.24816196328497728,-0.7567623786087475,1.0
283,-0.648314533805036,0.5447543523619246,0.0
284,0.2819372394370776,-0.9596977084722086,0.0
285,-0.39333902850530644,-0.7290215490952684,1.0
286,-0.869615907730675,0.5119706234029501,0.0
287,0.8561127777165948,0.13452517376366668,1.0
288,0.14491234311158688,-0.8223529037342598,1.0
289,-1.0832466899159958,-0.24642720788735395,0.0
290,0.001698438244387021,0.892331201677744,1.0
291,-1.1773999799101253,0.0645076704281691,0.0
