,x,y,z,Type,Out_hull
0,0.11387457292934175,1.3318443059480713,0.0,sample,False
1,-0.7596587549957885,1.034065723268471,0.0,sample,False
2,-1.1919108387266946,0.5611432962535436,0.0,sample,False
3,-1.2346705428004212,0.11409513132274249,0.0,sample,False
4,-1.2352958554065716,0.054930717997684966,0.0,sample,False
5,-1.2088528754782277,-0.27128383153731395,1.0,sample,False
6,-1.0907077945170789,-0.7378553167663658,0.0,sample,False
7,-1.0263961843894482,-0.8315686493914073,0.0,sample,False
8,-0.4189744648536817,-1.197733764795136,0.0,sample,False
9,-0.36176689418513974,-1.2171625609454817,0.0,sample,False
10,-0.2164919774160823,-1.2494530074376027,0.0,sample,False
11,0.267457657503089,-1.1979671723955667,0.0,sample,False
12,0.6501465504367607,-1.1009928197541206,0.0,sample,False
13,0.7861813923046,-1.0373797986034408,0.0,sample,False
14,0.9893687989262347,-0.7696622089816054,0.0,sample,False
15,1.2004771179622786,-0.4134399477501176,0.0,sample,False
16,1.2955637576792909,0.024889948003449708,0.0,sample,False
17,1.3087677267062325,0.22085786071733127,0.0,sample,False
18,1.1730024373055052,0.5282454468602102,0.0,sample,False
19,0.9798059514535793,0.8425287086911997,0.0,sample,False
20,0.8154085875820893,1.0464386946179693,0.0,sample,False
21,0.6232072453904974,-0.6603151407045971,1.0,rem,False
22,0.49762268152528777,0.8817452429846544,0.0,rem,False
23,-1.0556392421321892,0.23233085309513765,0.0,rem,False
24,0.3324025907350399,0.6904127315759895,1.0,rem,False
25,-1.006894574010205,0.2488910453387536,0.0,rem,False
26,-0.47203386992686996,-0.5644408474932515,1.0,rem,False
27,0.46101523610590645,0.588132687354037,1.0,rem,False
28,-0.20834842627957317,0.830084793091563,1.0,rem,False
29,-0.8375320588984515,-0.07502236524456987,0.0,rem,False
30,-0.4499076438702513,-0.8483728180780318,0.0,rem,False
31,0.22987446453097665,1.0822474605232992,0.0,rem,False
32,-0.8134832797088772,0.6559995499130788,0.0,rem,False
33,-0.9453616678170399,0.14897744412561556,0.0,rem,False
34,0.12699619285703048,0.9236344225185091,1.0,rem,False
35,0.19033064032190178,-1.0184281423301904,0.0,rem,False
36,-0.5575395334277957,-0.7405212582306243,0.0,rem,False
37,-0.04305960183638673,0.8413899168255191,1.0,rem,False
38,-0.15151995231190557,-0.8706746690605294,0.0,rem,False
39,-1.057468888995036,-0.4168684041400483,0.0,sample,True
40,-0.5892993437934201,-0.40400483405062,1.0,rem,False
41,-0.773331910921242,-0.46010230888163073,0.0,rem,False
42,0.16235956903008553,0.5969354285885945,1.0,rem,False
43,1.1661951559249664,-0.06843075978493714,0.0,rem,False
44,-0.297281038735153,0.6476204437875589,1.0,rem,False
45,0.8139907301480994,0.5767581824880225,1.0,rem,False
46,-0.6496526237373477,-0.8076871408947391,0.0,rem,False
47,-0.7869727797376223,-0.6086888950084209,0.0,rem,False
