,training_error,error_variance,edge_variance,real_error
0,0.33572034716694493,0.3857792917198739,2.1569152878392472,0.36
1,0.3356906209003883,0.38595706660702456,2.1511830629745567,0.36
2,0.33631251451684246,0.385982638802819,2.1471143835369375,0.36
3,0.3358144068936067,0.38609022796545733,2.1484562414706323,0.38
4,0.33586055502919965,0.3860387886113713,2.147115743784663,0.34
5,0.335733749596253,0.3861152471764857,2.1452910430142684,0.36
6,0.3356602044848647,0.3861578697591484,2.1439080479991675,0.36
7,0.33557345720680637,0.38613836879932245,2.1504662849249745,0.36
8,0.3358055959498331,0.3860840105203843,2.1553806876096786,0.36
9,0.3358302040419857,0.3860592137791003,2.159019409547759,0.34
10,0.33583033002520457,0.38611131862555625,2.1624154879083277,0.34
11,0.33573849321498067,0.38630046055054873,2.1692485261263372,0.32
12,0.33591214388082724,0.38619065083962534,2.1736122721081346,0.32
13,0.33633234786804156,0.38598386701455933,2.1777972601553497,0.32
14,0.3362321293721972,0.3859586579643653,2.179974308053211,0.32
15,0.33624859351640435,0.3859505928780776,2.1853434959112046,0.32
16,0.33599638932920056,0.3862326813344924,2.19173300107817,0.34
17,0.3361055251458109,0.38610621438304715,2.201499437040213,0.34
18,0.33561557650202434,0.38625399486437484,2.2072987678785836,0.32
19,0.335325556209592,0.3863275375751435,2.2167306625735708,0.32
20,0.33565224126748455,0.3863105846172651,2.2244980159485155,0.32
21,0.3354077783468114,0.38643349358460516,2.2327197679133715,0.34
22,0.33569095240365776,0.3861503574774134,2.2413290834619315,0.32
23,0.334966083647345,0.3859426217068289,2.2521623563361994,0.34
24,0.3345037287173742,0.3861286038325717,2.252637553623709,0.34
25,0.33489739353676845,0.38589702582647595,2.2603672016053604,0.34
26,0.3348634352553672,0.3858516521943001,2.2669303705270365,0.34
27,0.33476624482750683,0.38571032407891986,2.2770130147613923,0.34
28,0.33443797460015445,0.385564869761921,2.2858249886988187,0.34
29,0.3352123348896277,0.38552239868774835,2.2914538047551862,0.34
30,0.3350920224850456,0.3855176091570871,2.2939206946190187,0.34
31,0.3356399319147463,0.38539820839675815,2.3021096642727397,0.34
32,0.3354552670517191,0.38558143243180776,2.3093704283011314,0.34
33,0.3358056507067041,0.385776630899407,2.3155592529908153,0.34
34,0.33633950778117006,0.3857360659316279,2.315908729001554,0.38
35,0.33622869157011037,0.3855636276733697,2.322595508538566,0.34
36,0.336527529868615,0.38554132791861234,2.3330649687680403,0.34
37,0.3363345777719242,0.38559097837753453,2.3414603503024534,0.34
38,0.33648751594008713,0.38575583564759,2.347675299696821,0.34
39,0.33667022039318234,0.38565163855263485,2.3587727708565707,0.34
40,0.3370747951029362,0.38558681665944766,2.3660481554139587,0.34
41,0.33774074919349606,0.3854649692457253,2.376898618370277,0.34
42,0.3375465649311094,0.38550077951808115,2.385149439714015,0.34
43,0.3380210465066883,0.3855390253397199,2.3858953055005583,0.34
44,0.3381680073773574,0.38539072297820576,2.3824336273119924,0.34
45,0.33812244760761706,0.38556801653015005,2.3848475847038144,0.34
46,0.33776594622358036,0.3857251905268872,2.391722725162903,0.34
47,0.3380891542914882,0.3856361667773824,2.390784704154194,0.34
48,0.3380250750231894,0.3856245893058125,2.392011188218651,0.34
49,0.337774002009186,0.3855951479115498,2.3954560297282246,0.34
50,0.3376158664106055,0.3856016196260696,2.397978623117121,0.34
51,0.3374085277443694,0.385737825032247,2.4007327385551536,0.34
52,0.33710345771740696,0.3857451397420881,2.403884715113866,0.34
53,0.33654310541069854,0.38585418080523404,2.409360581224479,0.34
54,0.33685300475996405,0.3858033648264666,2.4139980402676393,0.34
55,0.3367504020693748,0.385806331435474,2.4207463144631416,0.34
56,0.3375823152026285,0.3858690733228378,2.4203336511039972,0.34
57,0.3372538053651079,0.3859172093347555,2.4198591107810246,0.34
58,0.33743792729427485,0.3859045067390988,2.4268794178444826,0.34
59,0.3374912922330083,0.3858465453013199,2.4287517570949033,0.34
60,0.3376913883416602,0.38597158050820246,2.4406138393175665,0.34
61,0.33776389751066727,0.3859957204617896,2.4515488883960086,0.34
62,0.33781749545378414,0.38589593842337394,2.4542838360323325,0.34
63,0.33750677612178737,0.38604465495634327,2.4609290406337307,0.34
64,0.3380867162534475,0.3860510910624348,2.4658817945480345,0.34
65,0.3377858751668341,0.3861218783516378,2.4748834126628636,0.34
66,0.33782395934106596,0.3862416767832175,2.4806751414873784,0.34
67,0.3380174352475123,0.3862551161574555,2.4895461605299025,0.34
68,0.3383042110579414,0.38626021998526033,2.4951918295605067,0.34
69,0.33815781270160794,0.3860884427802398,2.4997859740082986,0.34
70,0.33875035586247493,0.3860855912269699,2.5107890635508503,0.34
71,0.33845501870324074,0.38607807607343564,2.5156667145045035,0.34
72,0.3384759955522224,0.3861570247364431,2.5223075862395614,0.34
73,0.33862575336661377,0.3862657778761029,2.5266200088187927,0.34
74,0.33841137363105844,0.38629623388804135,2.5356731498417435,0.34
75,0.3382422976301891,0.38624921504070775,2.5412334271664916,0.34
76,0.33860953961545653,0.38637731125383895,2.548948836537859,0.34
77,0.3390691040003417,0.3864148531996222,2.5600194732341577,0.34
78,0.33904952050262194,0.3864146849517372,2.5636061131635834,0.34
79,0.33881684653269295,0.3863789978364367,2.5654259697904838,0.34
80,0.33888075451205524,0.38625867670478764,2.5707061149279298,0.34
81,0.339219629711247,0.3862411896691177,2.581960222411616,0.34
82,0.33957338819462607,0.386176951471538,2.585015346678694,0.34
83,0.3395973190929679,0.38635616470892936,2.5874939463279483,0.34
84,0.3398544284439598,0.3865628981314601,2.5949182616482855,0.34
85,0.34009424373130703,0.38659297056614544,2.5983128802279096,0.34
86,0.3399754928541049,0.3866443986230174,2.603334156349956,0.34
87,0.34009080588826524,0.3865165778846158,2.6035109342885474,0.36
88,0.34011127609585856,0.38645506346688,2.609876245467071,0.36
89,0.33994706914086564,0.3863967992898918,2.6147005937090713,0.38
90,0.3401962903148645,0.3865042397823947,2.6186397989221217,0.36
91,0.33969577198159717,0.3864565634211157,2.6253484241681306,0.34
92,0.339031902412735,0.386599416136953,2.636788924848506,0.38
93,0.3390250749349636,0.38651790585833296,2.6413104405946646,0.38
94,0.3392136832999903,0.3864477365351019,2.645360174578811,0.36
95,0.3389998890053326,0.38637807802018337,2.6475534101123857,0.36
96,0.3391910487941436,0.3863299858844852,2.6468354359666884,0.36
97,0.33848517592238875,0.38631929590775865,2.65374550378275,0.36
98,0.33860821541132413,0.38630077682543973,2.64916928485887,0.36
99,0.339140157715379,0.38624253595914915,2.647957616713816,0.34
