,x0,x1,x2,y0,y1,sample,out_hull
0,-0.31281518279965326,-1.075786083860524,1.4168650676505312,1.0,0.0,False,False
1,-4.974710832024241,-0.6380820226766538,2.483668766380348,1.0,0.0,False,False
2,-9.960918598329222,-0.001162570575651575,7.431686762690348,0.7706709744372338,0.20959831686481653,True,False
3,-4.751517908956093,-6.13612873180914,3.225119934011633,1.0,0.0,False,False
4,-3.713986832771414,6.5889980479003025,3.2916285987763314,1.0,0.0,False,False
5,-7.434882401378195,-4.646554879185615,-4.068234685822941,0.6546766357205976,0.34139433399632046,True,False
6,-4.487562289662385,-8.772240293296486,-4.286754404290904,1.0,0.0,False,False
7,-6.407144869894096,13.120438286487055,-0.9616203627717821,0.7862085997078487,0.007900127865721944,True,True
8,-2.9922345267941,6.2790358096881045,1.3372691360433422,0.7560966490712432,0.03295846656208413,True,False
9,-5.714008575171835,-3.426081765872866,-2.149274462881069,1.0,0.0,False,False
10,-9.75348876603574,4.238119124245737,-4.5513697930635635,1.0,0.0,False,False
11,-5.234273352654405,-3.0818830869006124,5.0821666998701875,1.0,0.0,False,False
12,-1.9079039084584934,-8.407949691926417,1.1744159599584614,1.0,0.0,False,False
13,-1.0674676107024719,1.4502118870348357,3.678172012325262,1.0,0.0,False,False
14,-8.80427674727822,-4.084197108842243,-3.151582134107786,1.0,0.0,False,False
15,-4.084647822740685,-1.9793617671016253,-2.3579946288950837,1.0,0.0,False,False
16,-0.4820549789502162,3.909913979047309,-1.1735502286251251,0.47942757021674165,0.14085156198166218,True,False
17,-8.548032762648461,-2.578016597555191,-3.127009901615017,1.0,0.0,False,False
18,-3.588034359822759,-9.001683854007943,-1.7740632761374369,0.242160175421466,0.7216142991178583,True,True
19,-4.26821902986592,-2.900465356479516,-3.7093655704098794,1.0,0.0,False,False
20,-2.3519083683142497,5.3120424856848025,7.745602205696186,0.5921555585880146,0.10462223658223603,True,False
21,-9.778933264961946,-6.7096682664286345,-1.0731733731860416,1.0,0.0,False,False
22,-10.257007148709409,-4.554793881446659,3.009200163657888,0.7219768843292372,0.2780231156707583,True,True
