,x0,x1,x2,y0,y1,sample,out_hull
0,-3.45510951006624,-6.113436253380938,1.0810539862456985,1.0,0.0,False,False
1,-12.273266521131482,-1.0753444701926156,-0.01764255215630529,1.0,0.0,False,False
2,-7.801119907266356,1.2761477131894132,1.1455190334521925,1.0,0.0,False,False
3,-13.26291607941437,4.494278712860151,-1.6492644987112828,1.0,0.0,False,False
4,-2.0569968074274914,-6.64639472097588,1.558518646602582,1.0,0.0,False,False
5,1.716025598735694,1.6658000386356837,2.4758924727046128,1.0,0.0,False,False
6,-4.883400084078007,-2.541412957231532,-2.133666168196997,1.0,0.0,False,False
7,-2.0707111314509006,2.8509279888830235,0.31688431555121255,1.0,0.0,False,False
8,-1.8680725395580038,-1.3085716612855562,-1.2310090047652256,1.0,0.0,False,False
9,5.431896231747439,-1.3430618131506133,-4.705487920922389,1.0,0.0,False,False
10,-5.591020681013419,1.87261740387466,1.6985650879736813,1.0,0.0,False,False
11,-1.6132483430176472,-6.388128654067444,5.0981609505818195,1.0,0.0,False,False
12,-5.123374914536947,-6.562562160394001,4.2734559188424885,0.3952251467853184,0.5725017175994269,True,False
13,3.366640170136481,0.11237783627588611,0.18871973193095065,1.0,0.0,False,False
14,-11.582372262333392,-1.6878650675289573,-6.055764828051156,0.8066730642809202,0.18581652483592212,True,False
15,-1.6099176920243576,0.1326741191074961,-2.342663830441448,1.0,0.0,False,False
16,-3.0746040801456056,-3.7846322462286266,-1.1394541705316772,1.0,0.0,False,False
17,-10.742145903530847,-3.624357750296631,5.733720259971156,1.0,0.0,False,False
18,-10.504873845691689,-0.7890649219600994,8.112394038858795,0.7659278899804514,0.19944088881684374,True,False
19,-5.106417359201668,-3.047150446764082,6.205300765302055,1.0,0.0,False,False
20,-6.421750817859591,-0.6367407075926853,1.0589814763223326,1.0,0.0,False,False
21,-2.5951859835348423,-2.8005559083521527,-1.3411223484666082,1.0,0.0,False,False
22,-17.55812202732927,3.4006383223521617,-0.9442698109142073,1.0,0.0,False,False
23,-9.52604345941784,-2.8206327182061646,1.5151472696342212,1.0,0.0,False,False
24,3.524678587396675,5.8574306923165285,-6.6803039370272925,0.2738184421626332,0.0899299257013997,True,False
25,-9.991815513890886,3.8285759579699703,-0.6250009240585688,1.0,0.0,False,False
26,-5.918078175403427,-1.0545771464132558,-5.115979890075045,0.6842172984735819,0.267865745668139,True,False
27,-3.303125879609816,-9.319399351714065,3.080172306955483,1.0,0.0,False,False
28,-6.106626066798807,-4.507932229043205,1.2080958996657518,1.0,0.0,False,False
29,-9.476650155148816,-6.68168846764994,1.8970807746577634,0.5688900996387061,0.4311099003612565,True,False
30,1.3494426498333532,2.2682103088457684,-3.6183200769793262,1.0,0.0,False,False
31,-3.52935254683559,3.502871914402463,4.362519632260461,1.0,0.0,False,False
32,-13.140672892832228,0.28071915731168473,3.63162078225809,0.8903406967680229,0.10652990118261217,True,False
33,-2.8781688353886974,1.1253624340337778,-0.9000142961506844,1.0,0.0,False,False
34,-12.939129320190535,2.7098350033441414,-1.0714470453554317,1.0,0.0,False,False
35,-14.696855871603494,0.8383189421463999,1.0391665728283874,0.9246853047117687,0.07531469528810023,True,False
36,-3.209628544098604,-5.432895185125327,-1.0724882276024292,1.0,0.0,False,False
37,-11.318154173657952,1.4016413974195263,3.8479845666240986,1.0,0.0,False,False
38,-4.4686991355369425,2.8828468553701065,-3.7763689984152604,1.0,0.0,False,False
39,-6.481982430060386,6.632861504252697,-2.0396072352506187,1.0,0.0,False,False
40,-4.631685643959746,-1.3285062118390016,0.9533350833053971,1.0,0.0,False,False
41,-14.829047545321485,2.9671407409851076,1.8770618176492417,1.0,0.0,False,False
42,-5.960688902754278,4.467548031773814,-2.7249323568151866,1.0,0.0,False,False
43,-3.2591116210409856,-3.8163901592827925,-7.11232459152592,1.0,0.0,False,False
44,-9.134741530189228,2.2144975196459242,-3.5655268400500795,1.0,0.0,False,False
45,-7.457020905985823,0.6082601180703615,-1.900562744739867,1.0,0.0,False,False
46,-6.518003321245397,1.1343101444799981,-3.560507059898731,1.0,0.0,False,False
47,-5.714120374101926,9.912637348982617,7.064120002746913,0.5840012999860794,0.043284066290165436,True,False
48,-4.128567716575854,3.8316424763411856,0.8083700997245246,1.0,0.0,False,False
49,-5.6548453352891705,-1.597328406660932,-6.062652420068064,1.0,0.0,False,False
50,-3.930843950562536,5.68759661601184,-3.6384245899758856,1.0,0.0,False,False
51,-6.58469280908341,0.5135576044828494,4.968272299271879,1.0,0.0,False,False
52,-4.954125404235064,0.3781784976940753,3.021701186079778,1.0,0.0,False,False
53,-7.9332689146767486,-7.649255755723286,3.0909674642777167,0.4873891638295313,0.5084210308312532,True,False
54,-5.256611079324685,-2.1608443355700624,4.1533824216239505,1.0,0.0,False,False
55,-2.2525091048304278,3.2826090366478957,-1.3226355537575603,1.0,0.0,False,False
56,1.1275096374570037,8.136287349025077,-6.419748191635813,0.40349819575079554,0.06044566643709006,True,False
57,-9.784682216444367,-8.53158321245035,4.8598841714968755,0.5089525788465395,0.48845658002416076,True,False
58,-0.8305737204554156,5.464631312313452,-0.6852247198732418,1.0,0.0,False,False
59,-5.320421978247017,-3.165860713657131,-9.361636296077776,0.5134455602329179,0.3867071506657357,True,True
60,-1.6858397483778558,7.693321519846707,5.023463221775802,1.0,0.0,False,False
61,-1.2496422703228056,5.284009045703436,2.0828187272817114,1.0,0.0,False,False
62,-8.844656330446583,-0.9489665136814797,1.6412884168053101,1.0,0.0,False,False
63,-8.125619625984475,5.214944911304102,-2.887639243113371,0.8798657593099752,0.05446827168299902,True,False
64,-8.624498303687115,3.4440478901053484,-6.213074552379679,1.0,0.0,False,False
65,-6.869548798772091,2.6390987677338575,-5.959068014596718,0.7771434950568519,0.14973005163854303,True,True
66,-9.24023871608756,1.1778566872780902,4.365212715040364,1.0,0.0,False,False
67,-3.8270452955364496,-9.619914478930779,-15.408065443795367,0.32188384853833313,0.441712630073223,True,False
68,-9.38626693260522,8.5993970096783,7.564578913124567,0.762258230136422,0.06393982726409653,True,False
