avs,sigmas,evars,rerrs
0.10451158873415962,0.1820239078075024,0.5985506573268153,0.063
0.10151147975662377,0.18148481611467224,0.5773069716185358,0.066
0.10090299887199725,0.18168319762475452,0.5598247694021862,0.067
0.09997261310487086,0.18151000348298987,0.5478453276499853,0.061
0.09988322047658002,0.1821614026445304,0.5388643988840007,0.064
0.0991211263291053,0.18133319313443177,0.530695336506291,0.066
0.09783967974805931,0.18122880920855708,0.5230450364446052,0.063
0.09737135473428397,0.18104687780954445,0.5144950013251396,0.065
0.09705982946931645,0.18157386017196978,0.5076915989169722,0.068
0.09582490156374698,0.18093684581608216,0.5012817600693353,0.068
0.09585378385271358,0.1812660749469113,0.49651368945063595,0.072
0.09637092695264793,0.1813470383067659,0.49087765411183654,0.073
0.09818471376150642,0.18188897988704378,0.48801853970524106,0.071
0.0985182390729749,0.18203580486094498,0.48321483013957944,0.067
0.09832650433901215,0.18234854784429974,0.4813361411264294,0.068
0.09841257041021632,0.18302388892439753,0.4791353649325662,0.065
0.09934144614833006,0.18363961176179566,0.4747621234361484,0.068
0.09967126464551322,0.1843361842477244,0.4712558919379578,0.07
0.09996001566336346,0.18481163410403403,0.46769703439313587,0.068
0.10156388572113272,0.1856685073846135,0.46537982438999875,0.07
0.1017902013447821,0.18567858900896034,0.4623929201076448,0.069
0.10225097972480614,0.18617152163506623,0.4579748439761234,0.064
0.1027471994643347,0.18647972112611472,0.4567882618864857,0.065
0.10370817363190955,0.18688343433972499,0.4543438049669794,0.065
0.10412801821643858,0.18676189372501806,0.45186410578667563,0.067
0.10276490549226679,0.186515716496473,0.45038934923261414,0.065
0.10272524956880218,0.18707236596263316,0.44867069421958167,0.066
0.1014761511470412,0.18583587756064485,0.44889905922146395,0.064
0.10108679148309903,0.18551446795128423,0.44671855088964113,0.062
0.10191169022468975,0.18612421060219372,0.4461506390951455,0.063
0.10200873552752357,0.18610248130381207,0.44117151151424794,0.062
0.10203621274156896,0.18673624021007265,0.44142125066567456,0.065
0.10146921591645862,0.1865836178419293,0.4387207606611129,0.066
0.10214508534102552,0.1864455310818001,0.43619092428556877,0.067
0.10262950086171806,0.18670314364117274,0.43548013556613124,0.069
0.10373517196032557,0.18659355874119,0.4314677047126975,0.065
0.10251232065853198,0.18631243348042667,0.43022159800292964,0.065
0.10331928950569602,0.18650614864644458,0.4292815448121862,0.066
0.10265354314844986,0.1870337610685082,0.42799245627545185,0.07
0.1031984711734368,0.18770510553967604,0.42759886455260804,0.071
0.10372245624912428,0.18748509436631608,0.4257743199396215,0.071
0.10396625861203623,0.18793593095232933,0.4265450901812911,0.07
0.10427687007228774,0.18802956802092236,0.4248779199119671,0.072
0.10482015635230645,0.1882455832265872,0.423428881663923,0.072
0.10617774224576708,0.18917781604523068,0.42165053859056983,0.07
0.10748090330638271,0.1896633852430597,0.42088937694590745,0.074
0.107243814178076,0.1897214768898608,0.4190163200256617,0.071
0.10794963215154373,0.19041112854522033,0.41764370121217154,0.074
0.10898343970073573,0.19053275008166773,0.4174729024764468,0.073
0.1086177450446182,0.19051764263758766,0.4163960076870208,0.073
0.10854820856651266,0.1900612318121136,0.4148577058930086,0.074
0.11040871191868337,0.19051161222336963,0.41376330116993215,0.072
0.1101472755513708,0.1904725464319178,0.4130673081879864,0.072
