avs,sigmas,evars,rerrs
0.12702404557279037,0.19480569166140077,0.8305327569692867,0.072
0.12378047726297778,0.1945659972669755,0.8138075335161432,0.072
0.11951183238362251,0.19295816520311912,0.8001419576850696,0.068
0.11741878301824775,0.192566418997605,0.7862968184931124,0.065
0.11663331649740609,0.1917619396082793,0.776431499987791,0.066
0.11587692392732242,0.1928924546539774,0.7709308454387023,0.067
0.11497641247597908,0.1933177668073965,0.756340409082235,0.068
0.1146697129680543,0.19294050204148894,0.7537618374675863,0.068
0.1150974941570121,0.19362769601863442,0.7440018047152972,0.066
0.1150375513778766,0.19312502132090795,0.7326164637659321,0.066
0.11608811738568943,0.1941481733327804,0.7254513941414644,0.066
0.11722878664124411,0.19483577343316633,0.7179816377247298,0.07
0.11833198259122243,0.1951838530350152,0.714477683419757,0.07
0.11810858016879949,0.19621333050498346,0.7099771103826898,0.072
0.11801559551482173,0.19587765054753256,0.7029298743599678,0.073
0.11896061786901206,0.19633046933159964,0.6960436764982929,0.073
0.12030994312696473,0.19710737552109792,0.6903245727550718,0.073
0.12048569731078475,0.1979676118860796,0.686112821401305,0.07
0.12159669994467479,0.1982293212367531,0.6799258255169045,0.069
0.12284252005210088,0.19837652089895,0.6759755754029905,0.073
0.12290039189643653,0.19914517840122029,0.6741415500004738,0.073
0.123335685109929,0.19984672286369634,0.6702272720085318,0.078
0.1227753896252646,0.1995370086926274,0.668390459024636,0.077
0.12230940186872724,0.19981346275676967,0.6653578302070953,0.074
0.12280984069228887,0.20009365593115996,0.6644560523215072,0.075
0.1224674951129009,0.20037793105651147,0.661053918329342,0.074
0.12341594233298535,0.20067950887506666,0.6573588728809593,0.077
0.12195433020097991,0.20063079193189054,0.6554237044706137,0.078
0.1235517168730789,0.20018788293021292,0.6529024113937196,0.08
0.12376223216595558,0.20050409564254817,0.6502439061394624,0.081
0.12517008642627217,0.2008238388821213,0.6536401311434968,0.089
0.12260866163438519,0.20058370516971438,0.6499794119993431,0.086
0.12212735403121691,0.2005181457222374,0.6451526444467125,0.084
0.12200525567674111,0.20035779028688191,0.6413109701398155,0.082
0.1213581511656365,0.20036787001460488,0.6404976674029853,0.078
0.1206794895177613,0.20021708601038105,0.6380469942202154,0.078
0.12226213415189732,0.20063360888855156,0.6366938990551082,0.085
0.12310009740620173,0.19978498544746578,0.634021602655625,0.085
0.12317205493539755,0.20058543556834948,0.6312493401467649,0.093
0.12229411930273465,0.2005020961298694,0.6305038913619782,0.095
0.12221834700093488,0.20056518583658164,0.630369141646107,0.09
0.12293037087191189,0.20029414919483313,0.6302044647552322,0.09
0.12382454924853988,0.2011521199603023,0.6270918815115621,0.091
0.12367612472175293,0.20111117031302111,0.6276966708957837,0.091
0.12384292045639124,0.20061868037780353,0.6266304468435555,0.087
0.12562159020282923,0.2008401535580472,0.6272670729490901,0.09
0.12470001243417632,0.20082727409499782,0.6241933813870904,0.089
0.12440881608346017,0.20068796645366885,0.6224896144834301,0.086
0.1251046262761476,0.20048319999244232,0.6213555881449045,0.091
0.12489904705923101,0.20002103622285874,0.620874618446328,0.087
0.12571671199512743,0.20078682099218023,0.6190202579811542,0.085
0.12705097576916377,0.20134396296615678,0.617869134932669,0.085
0.1265465706504904,0.2010901666562742,0.6188159736992609,0.085
0.12790387367487252,0.2013257352875504,0.6188768557089266,0.088
0.12901047072529676,0.2022928051362296,0.6171135380575673,0.087
0.12571121006125818,0.20101407927194992,0.6160242695494501,0.084
0.12728536347635033,0.2020311216316096,0.6162929130996703,0.083
0.12513772570952703,0.2010676294798832,0.6155652854365775,0.085
0.12220516047695461,0.19964259067349,0.6168563629314385,0.083
0.12650005259865166,0.20147893622164306,0.6145355824856548,0.088
0.1251584223004414,0.2005437179513793,0.6145526035372579,0.085
0.12608923726283555,0.20124102429032523,0.6137535871356163,0.089
0.12610821816356085,0.20125934243013785,0.6138110973861715,0.085
0.1258985731965961,0.20134744192603143,0.6140532670225152,0.085
0.12784699022587018,0.20127952474186891,0.6112945852380429,0.084
0.12816230382219138,0.20164949020630352,0.6111323498882424,0.083
0.12619301017858195,0.20114662435395494,0.6105242515493884,0.081
0.1261060601005773,0.20093525239190943,0.6116459827669338,0.082
0.12674351553819266,0.200655397261988,0.610586329441868,0.085
0.12585884761329585,0.20110822038203066,0.6098195501387533,0.08
0.1253782918063222,0.20080695990785685,0.6089654911463582,0.082
0.1271067868892138,0.20133161018754692,0.6065330923186886,0.077
0.1254581190771553,0.20087949622109208,0.6075895895082462,0.083
0.12556403856037712,0.20097473776818572,0.6070823672505631,0.081
0.12571770126365903,0.20106830971061235,0.6058580942280626,0.081
0.12568081792886956,0.2015105057988856,0.6058144916925604,0.082
0.1266480918424775,0.2011854503397957,0.6054653617249636,0.081
0.12654936702895095,0.20108073912582905,0.6046787453651473,0.078
0.1259656557893099,0.2006054673395991,0.604455367024102,0.078
0.1256129540966007,0.20061237558003517,0.6045535168370691,0.076
0.1261428510607922,0.20065343830684457,0.6035209433830702,0.078
0.12679956018233005,0.20083015925893866,0.6041118123562412,0.077
0.1265493622219099,0.2012904337480562,0.6019503842518092,0.079
0.12568981820758168,0.2011119182357706,0.601489291386149,0.08
0.12620842306651062,0.20093880775970274,0.6010264659635213,0.08
0.12617769505643384,0.20079474479478937,0.600566086085308,0.08
0.12609689267706972,0.20024044926260587,0.6017859887959199,0.08
0.1255984642382566,0.19993149204087007,0.6000705219109466,0.076
0.12643543923729245,0.19967784041586278,0.5999038714808101,0.079
0.12538010405413916,0.19969550771977723,0.5990399413428062,0.078
0.12742775464821923,0.19916237896832262,0.5980885371448628,0.078
0.12716450425018064,0.1990770106689691,0.5998468340305283,0.081
0.12726318027028855,0.19903648880173694,0.6000831366231889,0.079
0.12849691006906927,0.19966249901844607,0.5993475510610713,0.08
0.1284379956691242,0.1996993036299559,0.6000368158979946,0.081
0.12877848662763627,0.19968439024975537,0.5985263239520456,0.08
0.12900326246326763,0.19948770956778597,0.5977760043539239,0.078
0.12825817324281852,0.19954020251416424,0.6006541599531295,0.078
0.12930877534635626,0.19997838219863887,0.6002437395831401,0.079
0.1302547149563229,0.19975118434482395,0.6003952619971357,0.081
0.12906644600010184,0.19962721359563998,0.5993633348960463,0.076
0.12968594627984648,0.19991171291837928,0.5998221690259093,0.079
0.13005397787170067,0.19965762682457022,0.6007818445202375,0.075
0.1311833580929027,0.19921175165855942,0.6015407606052681,0.075
0.13103710059246798,0.20034343256655424,0.6012694187912152,0.079
0.1297188759250724,0.1997635950942827,0.6017689871393945,0.078
0.12962138704994264,0.1999071575011787,0.6015491584522163,0.078
0.12934445422874993,0.1993876039906805,0.6012722625757531,0.081
0.130904375776284,0.1993903574173388,0.5997000956275531,0.08
0.13130254324528023,0.19959360639070522,0.6006791365852862,0.079
0.13303563395835288,0.20119647422416384,0.6002418861896722,0.085
0.13352333286108145,0.20141916607986696,0.6004702246177183,0.085
0.13367704040786726,0.20166433722399577,0.601357327862867,0.084
0.13377550171877728,0.20123457579365642,0.6008734447018835,0.084
0.13392170120596944,0.20306434647868152,0.6001427389275478,0.086
0.13299833605313646,0.20209187607676626,0.5989213266571807,0.078
0.13418730561269845,0.20269909587433677,0.5980491563247721,0.085
0.13481076199344394,0.20280204553807976,0.5972700447599992,0.082
0.13549984569358545,0.20229995589292527,0.5963769033743404,0.078
0.1342338817276032,0.20253570263301254,0.5955770274210055,0.083
0.13611076359830415,0.20420627580457368,0.5954356629494634,0.088
0.13437845280387475,0.20363882322385088,0.595873500761449,0.082
0.1356501043086584,0.20444662208630865,0.5975730417925228,0.081
0.13629807818624703,0.20485696293174588,0.5969079596597592,0.086
0.1365033182642752,0.20459996971850397,0.5973067291472184,0.086
0.1358770088567266,0.20432400578777954,0.6001425809655015,0.084
0.13612455079652072,0.204740472475674,0.5977163835551182,0.084
0.13657062501296593,0.20416780677900379,0.5965115032874518,0.084
0.13631424146291304,0.20499611748619442,0.5950980246968118,0.087
0.13694929213731266,0.20444980720732664,0.5947411174583618,0.088
0.13804645605107807,0.20401849197849378,0.5953463506589444,0.088
0.13696736718507813,0.2039626925786174,0.5961205611048921,0.086
0.13770266423136904,0.2041608974432034,0.59757041712076,0.087
0.13708488826215098,0.20341469819006047,0.5931076417451131,0.085
0.13685615444812593,0.2032457626388352,0.5951346144066868,0.086
0.13503253985103245,0.20246223932373594,0.5954096703169132,0.083
0.13535366706696159,0.20213406989009927,0.5944922065514814,0.083
0.13572400209913205,0.20168008660618383,0.5963422482932959,0.081
0.1350075940341105,0.20177701516149865,0.5958923695415371,0.082
0.13643085475681882,0.20100526602058713,0.5954536212163886,0.085
0.133199821119117,0.200754604827686,0.5966954416964384,0.076
0.13299519471950189,0.19988234568167698,0.5957205397830938,0.079
0.13225836155676243,0.1994227179799275,0.5964089065618058,0.075
0.1317725786011662,0.19867946107170337,0.5953310268083366,0.078
0.13049106582661577,0.19823075098919737,0.595894954702541,0.077
0.13110816912047712,0.198539715435997,0.595864137482752,0.076
0.13123902841686755,0.1982472634712444,0.5952235268499967,0.077
0.1316324963825108,0.19829086724350817,0.5965227619769824,0.079
0.13292460239527976,0.1989959168345876,0.5953272552002895,0.08
0.1319331288333898,0.19887006579840424,0.5977894818461641,0.077
0.13240532308528793,0.19895316055522624,0.595508191944767,0.08
0.1334929539654296,0.199084860638831,0.5970853715138519,0.08
0.13416965689068067,0.19987921679012516,0.5961649389885142,0.078
0.13407092753533903,0.19976129706190726,0.5964250115994455,0.077
0.13424409384407276,0.2004125389770165,0.5944936557838809,0.078
0.1331391956421925,0.2003812579324997,0.5960725428262996,0.077
0.13357419970812773,0.20040860547636086,0.5975488577656596,0.08
0.1348000724636661,0.20012820872560025,0.5986408964948037,0.08
0.1333998772544716,0.20013891304135165,0.598858998471003,0.08
0.13377648107854917,0.20147591095048112,0.598685146919915,0.08
0.13487532182258938,0.20117723995399622,0.599430223113956,0.081
0.1346148275552101,0.20199173593890046,0.6010781664405425,0.086
0.13461157740047608,0.20104042313655518,0.5994268478375604,0.082
0.13635593037947305,0.2003441780965787,0.5994914953345187,0.079
0.1341125612436585,0.2009553791299274,0.6000251428970662,0.083
0.13279398173655416,0.19863834380495912,0.5996354429165739,0.076
