avs,sigmas,evars,rerrs
0.15514422463753091,0.20427340438015829,0.869229109275361,0.1
0.15820013948952666,0.203889402853005,0.8575678970949866,0.094
0.16016515996508995,0.2039554501976774,0.8475392234566406,0.097
0.16299129403929435,0.2060974992717166,0.8414868147806196,0.1
0.16468033364061913,0.205502658074892,0.8362661204046083,0.096
0.16364434220145632,0.20695190323414595,0.8349132565604995,0.095
0.16396608927358367,0.20835885430462125,0.8310127190130395,0.099
0.16437685075667152,0.20845379306263592,0.8286477904086417,0.098
0.16151367763574195,0.2117691392426971,0.8289881087368742,0.097
0.15775472645926375,0.2125525800881831,0.8335309328870589,0.095
0.15866387646946425,0.2134796996746035,0.8323923021211496,0.096
0.15653155193499607,0.21424331315977183,0.8297573474058142,0.1
0.15647683233864132,0.21304020368472573,0.8322500438132545,0.087
0.15592361174572314,0.2128740721801748,0.8324028121327559,0.087
0.1556411427832824,0.21317019971365447,0.8334966359319398,0.087
0.15282988763896632,0.21336712509214117,0.8308638258969315,0.093
0.1565458394958462,0.21420297095213756,0.8338546212687524,0.1
0.15523694341285185,0.21214753910916356,0.8404616918698283,0.093
0.15294283571690187,0.21073255507888222,0.8412314877086702,0.091
0.15803334703653985,0.2112841135401812,0.8424210565018541,0.092
0.15923792856001429,0.21100668946585358,0.8465233467995577,0.094
0.15660544437915058,0.21023325465848802,0.8471790189947591,0.087
0.15730185351066128,0.20929369385063848,0.8516671787054971,0.09
0.15860031337173322,0.20818684187408765,0.8575577655788157,0.088
0.16050571583868645,0.2084138811230247,0.8602273771707557,0.089
0.16022679096414838,0.20841755192792585,0.8601417443595453,0.087
0.15964696854899205,0.20504250101731605,0.8647651920383979,0.085
0.16052586616935874,0.20507862684588585,0.8660352625962641,0.082
0.15811767829884338,0.20492155968807957,0.8669422570993078,0.083
0.15800987481547232,0.20521011420299537,0.8660759814412744,0.085
0.15797370480763206,0.20437662115268457,0.872897252379525,0.085
0.15797045562308118,0.2051884538051512,0.8774095969990041,0.087
0.15908408452300296,0.2050986153617799,0.8804939998974342,0.092
0.15744184900543104,0.20485729185921256,0.8800937815553531,0.091
0.15719230079841442,0.20442535565679135,0.8821239960736722,0.089
0.1557541766045511,0.20368822555215083,0.8847071404463664,0.088
0.15416297173014695,0.2035601193745502,0.8890838367772156,0.09
0.15304310604961213,0.202184146467246,0.8921941607808709,0.086
0.15274297827316569,0.20198354951223305,0.8881313297674371,0.088
0.15258216076083708,0.20155140814019967,0.8905038560192857,0.087
0.14941901074609362,0.201854398361396,0.892397453988234,0.083
0.1482338074871056,0.20059229313867144,0.8944589114955187,0.081
0.14927573461125476,0.2026953960896851,0.8953220592488889,0.084
0.14494260384677904,0.20011171445437242,0.9017837205997639,0.081
0.14273688579482072,0.19797221899994435,0.9046506577735857,0.076
0.13737456640163578,0.19916711822053426,0.9098190748961595,0.079
0.1399957320257755,0.1984283022583649,0.9097847235673411,0.079
0.1381004254606591,0.1975404883582321,0.9101804313568531,0.079
0.13819533297556766,0.19710325675803392,0.9121654072619637,0.076
0.1382700405351022,0.1964031785279968,0.9146232412720058,0.076
0.13717438161898707,0.19556864247453382,0.9140659407349255,0.075
0.13685837576955595,0.19503194604547472,0.9140163820433795,0.072
0.136358917383538,0.19476947511502274,0.9160216851368593,0.072
0.13566058819863352,0.1939738018790622,0.9137355186168268,0.069
0.1349153069818417,0.19378989346933417,0.9162353609863246,0.07
0.13414841568439706,0.19345717456229355,0.9146602459233211,0.07
0.13390404305818018,0.19339752620246325,0.9147308972160886,0.069
0.1328582603099208,0.19292458750194752,0.9181042801143863,0.07
0.13210142212620427,0.19251031390866966,0.9208038569024498,0.069
0.13092577770283337,0.19218406263473906,0.9205034046716796,0.07
0.12998345611952408,0.19196329649949828,0.9226557099959678,0.069
0.12863599876149295,0.19197818786468887,0.9247293424946683,0.069
0.1295000165369769,0.19282086460992504,0.9223353502090045,0.071
0.1315870668968086,0.1952142390871682,0.9213383215542339,0.071
0.13399877047811556,0.20044441904119403,0.9230791778167581,0.077
0.13733601697978257,0.20054300197124975,0.9250451123284226,0.08
0.13871297461450297,0.20084399275775236,0.9257468365748285,0.082
0.13912976185285938,0.2006186602554427,0.9271422901322932,0.082
0.14183312205352328,0.19915586337206104,0.9284991764202897,0.082
0.14156573753654006,0.1993237011164546,0.9292352044546491,0.081
0.14056639912388266,0.19999537275193718,0.929773299469775,0.081
0.14405916489030635,0.2025423293381735,0.9292485784105545,0.085
0.14035630741797248,0.20168604960639144,0.9313314304554996,0.087
0.142717156710715,0.20274032976765918,0.9313778261859228,0.089
0.13954512313873763,0.2028036217005401,0.9302803130082048,0.09
