,training_error,error_variance,edge_variance,real_error
0,0.1275361799018169,0.24901137687238323,0.052944648453495245,0.24
1,0.12747808629203644,0.24894975015149326,0.05184256477915724,0.24
2,0.12746084516205208,0.2488833867463237,0.05084307676704015,0.24
3,0.12726532308991578,0.24890843327883114,0.049978461593753035,0.24
4,0.1273363500202324,0.2489463161999747,0.049056782218201395,0.24
5,0.12727955523136084,0.2489185298534804,0.04831726100249004,0.24
6,0.1272687575103709,0.2489267753907823,0.04765770428573101,0.26
7,0.12719030020990918,0.24894632984032952,0.0470405315245207,0.26
8,0.12717692779219228,0.24890156174283753,0.046477280180904745,0.26
9,0.12716886750741496,0.24888378592971658,0.045986256393598525,0.26
10,0.1271680472815101,0.2488644024367773,0.045556942122805845,0.24
11,0.12718765222804357,0.2488529991838347,0.045160131760268354,0.24
12,0.12723266739147837,0.24876803169104872,0.044722666827060685,0.26
13,0.12723482455464757,0.24878953501297155,0.04438514721668873,0.24
14,0.12727160875081514,0.24873697112207777,0.044120535830659634,0.24
15,0.1271943137092891,0.24869219294745937,0.04386021927621119,0.26
16,0.12719776221993057,0.2486863981007822,0.04356066612270716,0.26
17,0.12721080824312914,0.24866340329338224,0.04330750157372203,0.26
18,0.12722187854338485,0.24860255410215448,0.043083936165506376,0.26
19,0.1270058591662608,0.24870672305971722,0.04269525293876697,0.26
20,0.12698131666444543,0.2486427610341245,0.042513183427155224,0.26
21,0.12712347364040602,0.24863451772882297,0.04231628095625141,0.26
22,0.12714869818043986,0.2486646608881424,0.042140006086014585,0.26
23,0.1270816801535117,0.2486168359664113,0.04198414125613852,0.26
24,0.12711803703678282,0.24858710812532292,0.04182611078313626,0.26
25,0.12720620329061005,0.2486250772406864,0.04168139671790151,0.26
26,0.12722396997385824,0.2485689341712773,0.04155916358551822,0.26
27,0.12726313446507978,0.24855346319718424,0.04144666642298862,0.26
28,0.1272881330170184,0.24855989850303103,0.04131897444876526,0.26
29,0.12731421830098447,0.24851572642289999,0.04102266586430164,0.26
30,0.12737455016786156,0.24852508849281746,0.040890433534672435,0.26
31,0.127463099225996,0.24852404024030475,0.04077625473209579,0.26
32,0.12755961200976826,0.24850725592512912,0.04069160131803525,0.26
33,0.1275888626591672,0.24851428824182037,0.04060249507880664,0.26
34,0.12762688549435774,0.24849699029886077,0.040449659032183734,0.26
35,0.12764656978115,0.2484884494419752,0.040287493653292095,0.26
36,0.1276200151939123,0.2484545644928029,0.04022033424283672,0.26
37,0.12768034873639206,0.2484145647234952,0.040107781447422185,0.26
38,0.12774428549562353,0.2483876605277089,0.04005334177062088,0.26
39,0.1275528588974293,0.24851370285982302,0.03979485378443196,0.26
40,0.12762614392935182,0.24852353062336954,0.039673356907937656,0.26
41,0.12766255181275998,0.24853673705262047,0.039554685866467404,0.26
42,0.12768811473226163,0.24853807189957447,0.03946478093595829,0.26
43,0.1277108796779913,0.24853182208449293,0.03938752168275294,0.26
44,0.12771049347427144,0.24847586973470256,0.03928448423985536,0.26
45,0.12776486307805904,0.24851270890866192,0.03913264291357571,0.26
46,0.1277462654715767,0.24853502329885702,0.03905603912822145,0.26
47,0.12782326575575087,0.2485462365466522,0.039018578719378375,0.26
48,0.12790772210527612,0.2485741952391004,0.038932319203092904,0.26
49,0.12798405069110597,0.24856905264045678,0.03887698772192357,0.26
50,0.12806373998652928,0.24855459849591913,0.038801111516278644,0.26
51,0.12806729717430618,0.24857472422397411,0.03875504784054556,0.26
52,0.1281175601890345,0.2486087184114998,0.038677449264713074,0.26
53,0.12802592153133818,0.2486142495891657,0.038617339370078205,0.26
54,0.12811306626980706,0.24864307070188674,0.03858611346248335,0.26
55,0.12815657065931607,0.24859635969317387,0.03850026387248743,0.26
56,0.12822742400189074,0.24861489597764,0.03844668651940266,0.26
57,0.12825446714652677,0.24862224535605837,0.03846303557295949,0.26
58,0.1282815187697867,0.24861589665876324,0.03845557769140506,0.26
59,0.12797057989689636,0.24874621493962717,0.038427905415751154,0.26
60,0.12799575257407445,0.24875430352693287,0.038372322685943865,0.26
61,0.12799408630906425,0.24876440754219986,0.03834492959657451,0.26
62,0.12804614662347033,0.24876454736869744,0.0383498839178658,0.26
63,0.1281059538689565,0.24879200402723245,0.038261418765910764,0.26
64,0.12818754113201092,0.2487773108587742,0.03819574463820985,0.26
65,0.1281626589788644,0.2488218246902825,0.03813446866963096,0.26
66,0.12818168989098735,0.24878978733234042,0.038030835284678315,0.26
67,0.12817911756780928,0.24875323984402867,0.03788473701028142,0.26
68,0.12817492212188342,0.2487395459575489,0.03786141613950946,0.26
69,0.12822847312043237,0.24877647900234717,0.03775966430001053,0.26
70,0.128260517180048,0.24878120948777682,0.03772684209637448,0.26
71,0.1283087062572344,0.24879055365264946,0.03767210355116056,0.26
72,0.1282834778542377,0.24878715165258972,0.037639835942199856,0.26
73,0.1283647026813849,0.24876551910215838,0.03759272274316408,0.26
74,0.12841052609155199,0.24874974350008494,0.0375403317404328,0.26
75,0.12843168604784017,0.24878678711966304,0.03752067553641828,0.26
76,0.12845177975399957,0.24876838744369018,0.03743904094053512,0.26
77,0.12850839564819988,0.24875730517800332,0.03735195419640902,0.26
78,0.12846540143575258,0.248745797559562,0.03723263523873778,0.26
79,0.12808831010984043,0.2489238425851246,0.03703613578341661,0.26
80,0.12811913354492596,0.24896194665571114,0.036909002487684604,0.26
81,0.12817232750155388,0.24898552787957942,0.03675031760150407,0.26
82,0.12824365324610534,0.24902057123673144,0.03657499364599908,0.26
83,0.1281973085122938,0.24901488730127014,0.03644428875204179,0.26
84,0.1282303852629895,0.24898817691136202,0.036330912105859446,0.26
85,0.12823639707511467,0.2490018162016045,0.03623470784296587,0.26
86,0.1281710384875842,0.24897031025666097,0.036146666182292474,0.26
87,0.1281677006030234,0.24899239958386585,0.036061683350485756,0.26
88,0.12817574490982336,0.24895407069493447,0.03594509507934945,0.26
89,0.12820738260155778,0.24895409896484286,0.03584195554557632,0.26
90,0.12823620181536027,0.2489516626404503,0.03572720548633532,0.26
91,0.12823999657166424,0.24893914987850874,0.03567239021819882,0.26
92,0.12810644784507508,0.2488924948901986,0.035594288887517825,0.26
93,0.12815147917300462,0.24890204190057644,0.03552115149096629,0.26
94,0.12812291361768194,0.24889583292760692,0.0354847521377998,0.26
95,0.1280480686487755,0.24885416192699747,0.03540022967862124,0.26
96,0.12809080125917693,0.24886509350142297,0.035319592596506195,0.26
97,0.12807092626904049,0.24885180309408717,0.035234865731600354,0.26
98,0.12810591438143606,0.24883602499025914,0.03516371590049285,0.26
99,0.1277209655146047,0.2489403823592294,0.03504659990744642,0.26
